id,t,px,py,pz,theta
0.0,0.0,1195.6698033781274,1318.677829070802,0.0,0.0
1.0,0.0,439.40120124242924,1202.0834428461148,0.0,0.0
2.0,0.0,1735.665473035205,939.8949482049327,0.0,0.0
3.0,0.0,430.01009536673797,1007.2041346454023,0.0,0.0
4.0,0.0,981.0250759502732,1377.872708011875,0.0,0.0
5.0,0.0,1181.1633565501772,857.1086881042428,0.0,0.0
6.0,0.0,572.6794608503982,1143.8624386054425,0.0,0.0
7.0,0.0,624.6415957765523,825.7839627938972,0.0,0.0
8.0,0.0,1149.2888251517288,1620.507138677653,0.0,0.0
9.0,0.0,1409.9970979920897,1273.9588062267806,0.0,0.0
10.0,0.0,536.3373652977602,1055.088573623325,0.0,0.0
11.0,0.0,681.2738175088147,1566.8894829168978,0.0,0.0
12.0,0.0,469.4556435746852,572.4891475329235,0.0,0.0
13.0,0.0,757.4848128402554,1232.9026263171231,0.0,0.0
14.0,0.0,1478.9401467685543,962.5626052879522,0.0,0.0
15.0,0.0,681.1987433619521,1058.8589874876816,0.0,0.0
16.0,0.0,767.0226895620909,1403.4741860499917,0.0,0.0
17.0,0.0,1851.0181849556025,979.5925867902033,0.0,0.0
18.0,0.0,1146.0028819603365,1507.2747766423881,0.0,0.0
19.0,0.0,998.5135706958928,1322.4411689451981,0.0,0.0
20.0,0.0,1677.6934653032013,608.0953590718855,0.0,0.0
21.0,0.0,1069.0928195482147,1350.5135662108391,0.0,0.0
22.0,0.0,636.5766503464155,1400.385126797622,0.0,0.0
23.0,0.0,410.38311675688897,1219.4638175092946,0.0,0.0
24.0,0.0,1369.6706047116184,1173.8999315690091,0.0,0.0
25.0,0.0,1798.4372231968016,845.3151422932236,0.0,0.0
26.0,0.0,1492.0264254007172,1147.1157633347639,0.0,0.0
27.0,0.0,480.34657365251473,800.6197162347935,0.0,0.0
28.0,0.0,1375.9421660403964,1414.9513888047286,0.0,0.0
29.0,0.0,663.1872861537247,1189.4753616643322,0.0,0.0
30.0,0.0,912.5650380307203,1312.9511479589048,0.0,0.0
31.0,0.0,881.6122426268352,729.7936242334017,0.0,0.0
32.0,0.0,542.879498386453,1016.9546396522366,0.0,0.0
33.0,0.0,1796.3226063454379,909.9275418558855,0.0,0.0
34.0,0.0,393.37619255143926,1031.6465523226802,0.0,0.0
35.0,0.0,492.1910207872449,1294.2045017104379,0.0,0.0
36.0,0.0,430.4915209059797,1217.4293021000167,0.0,0.0
37.0,0.0,703.0175390931255,1017.5379107085108,0.0,0.0
38.0,0.0,465.0657153027198,1045.8383040035742,0.0,0.0
39.0,0.0,372.3905694596003,977.5501964944333,0.0,0.0
40.0,0.0,989.7265567125446,1235.840523530066,0.0,0.0
41.0,0.0,1013.0175485239802,1360.8191525891891,0.0,0.0
42.0,0.0,1938.9796954470835,1004.4688670481054,0.0,0.0
43.0,0.0,1370.8018016734754,1327.5362036912002,0.0,0.0
44.0,0.0,1583.9003448105525,775.9100223865037,0.0,0.0
45.0,0.0,541.425609417649,1507.3566757626588,0.0,0.0
46.0,0.0,653.5427315244538,892.3909930502194,0.0,0.0
47.0,0.0,1076.5208459078856,1389.3571063524735,0.0,0.0
48.0,0.0,617.957378519062,1096.2714148497657,0.0,0.0
49.0,0.0,571.0374489420632,1191.9451368840516,0.0,0.0
50.0,0.0,1109.2067146677905,1568.9550134093827,0.0,0.0
51.0,0.0,1466.534429824509,1431.9363022655596,0.0,0.0
52.0,0.0,1324.0974820006977,1234.1166779359191,0.0,0.0
53.0,0.0,1289.872206331265,1681.393428412228,0.0,0.0
54.0,0.0,1139.0191345236415,1461.7187562751915,0.0,0.0
55.0,0.0,426.7571852134338,1256.4912474647067,0.0,0.0
56.0,0.0,411.80147554445495,1200.9717692757697,0.0,0.0
57.0,0.0,516.4391183426053,1115.0399251164097,0.0,0.0
58.0,0.0,1556.2332812135394,1447.7520666403298,0.0,0.0
59.0,0.0,988.854919844273,1685.1383498346872,0.0,0.0
60.0,0.0,987.6001396024984,1414.8509263862745,0.0,0.0
61.0,0.0,1091.185883437833,731.4702133979113,0.0,0.0
62.0,0.0,1751.5126264426467,958.2935026404556,0.0,0.0
63.0,0.0,1402.7833027796923,875.3220916228353,0.0,0.0
64.0,0.0,1638.295589822171,1286.2137928990705,0.0,0.0
65.0,0.0,972.8173193083467,1337.79718187453,0.0,0.0
66.0,0.0,1317.7640312877709,1364.6499913397915,0.0,0.0
67.0,0.0,849.9857635787557,1258.0383308803075,0.0,0.0
68.0,0.0,558.8432789644743,1064.4550041725338,0.0,0.0
69.0,0.0,1668.0225127678889,1006.6808012933329,0.0,0.0
70.0,0.0,690.3572982618422,1276.7317446053055,0.0,0.0
71.0,0.0,570.5828216470074,747.8375645161442,0.0,0.0
72.0,0.0,1438.8573314046266,1212.9524493631495,0.0,0.0
73.0,0.0,541.0497897918315,813.0246007062699,0.0,0.0
74.0,0.0,1246.8309516219388,1767.8482340788394,0.0,0.0
75.0,0.0,1227.3125738375861,1532.084077023729,0.0,0.0
76.0,0.0,501.6246853664568,1371.6951666460373,0.0,0.0
77.0,0.0,1770.4246959707461,890.0358055052948,0.0,0.0
78.0,0.0,1253.4219285969486,1327.7951175500666,0.0,0.0
79.0,0.0,1042.7482972986502,1314.8996227095142,0.0,0.0
80.0,0.0,288.4461486029261,1157.1156485384959,0.0,0.0
81.0,0.0,1564.8121446956645,1074.6552013410083,0.0,0.0
82.0,0.0,1096.6845920496837,1341.1439261089074,0.0,0.0
83.0,0.0,620.7511761491008,1035.0656527223641,0.0,0.0
84.0,0.0,1215.2866852244863,861.1570291892766,0.0,0.0
85.0,0.0,663.8953189127583,951.937443818078,0.0,0.0
86.0,0.0,1568.2035682595315,1000.1360774012429,0.0,0.0
87.0,0.0,928.2363392470999,1389.8832701066171,0.0,0.0
88.0,0.0,692.4488198709016,1129.584380406618,0.0,0.0
89.0,0.0,939.6530252622993,1074.5403929849906,0.0,0.0
90.0,0.0,490.3663772479297,1226.866681754751,0.0,0.0
91.0,0.0,426.17588870736716,1231.6907794302788,0.0,0.0
92.0,0.0,1156.9866567045883,1355.3529439982933,0.0,0.0
93.0,0.0,604.7219812768501,1497.0057239262162,0.0,0.0
94.0,0.0,527.3204590450775,1158.8235850688375,0.0,0.0
95.0,0.0,1058.9465083689706,1223.919402255161,0.0,0.0
96.0,0.0,1247.4755287922098,804.2456901479464,0.0,0.0
97.0,0.0,420.83917075562414,1035.4095470909842,0.0,0.0
98.0,0.0,384.650114630904,1202.975790217493,0.0,0.0
99.0,0.0,1756.5980420738465,466.9179439022828,0.0,0.0
